Name,Size,Type,CR,URL,Font,Author,AC,HP,Speeds,Align.,STR,DEX,CON,INT,WIS,CHA,Sav. Throws,Skills,WRI,Senses,Languages,Additional,average_damage,attack_modifier,has_legendary_action,legendary_action_damage,has_flight,resistance_count,immunity_count,weakness_count,save_dc,is_spellcaster,regeneration_per_round,multiattack_count,ability_count,ability_cr_weight,recharge_damage,limited_use_damage,bonus_action_damage
"Misc. Creature, Giant Wolf Spider",Medium,Beast,0.25,,Monster Manual,Wizards of the Coast,13,11,"40, climb 40",U,12,16,13,3,12,4,None,"Perception, Stealth",None,"Blindsight 10, darkvision 60",None,"Spider Climb, Web Sense, Web Walker",,,,,,,,,,,,,,,,,
"Misc. Creature, Panther",Medium,Beast,0.25,,Monster Manual,Wizards of the Coast,12,13,"50, climb 40",U,14,15,10,3,14,7,None,"Perception, Stealth",None,Normal,None,"Keen Smell, Pounce",,,,,,,,,,,,,,,,,
"Misc. Creature, Riding Horse",Large,Beast,0.25,,Monster Manual,Wizards of the Coast,10,13,60,U,16,10,12,2,11,7,None,None,None,Normal,None,None,,,,,,,,,,,,,,,,,
"Misc. Creature, Swarm of Bats",Medium,Beast,0.25,,Monster Manual,Wizards of the Coast,12,22,fly 30,U,5,15,10,2,12,4,None,None,"Bludgeoningres, piercingres, slashingres, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, stunnedimmu",Blindsight 60,None,"Echolocation, Keen Hearing Swarm",,,,,,,,,,,,,,,,,
"Misc. Creature, Swarm of Rats",Medium,Beast,0.25,,Monster Manual,Wizards of the Coast,10,24,30,U,9,11,9,2,10,3,None,None,"Bludgeoningres, piercingres, slashingres, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, stunnedimmu",Normal,None,"Keen Smell, Swarm",,,,,,,,,,,,,,,,,
"Misc. Creature, Swarm of Ravens",Medium,Beast,0.25,,Monster Manual,Wizards of the Coast,12,24,"10, fly 50",U,6,14,8,3,12,6,None,Perception,"Bludgeoningres, piercingres, slashingres, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, stunnedimmu",Normal,None,Swarm,,,,,,,,,,,,,,,,,
"Misc. Creature, Wolf",Medium,Beast,0.25,https://roll20.net/compendium/dnd5e/Wolf#content,Monster Manual,Wizards of the Coast,13,11,40,U,12,15,12,3,12,6,None,"Perception, Stealth",None,Normal,None,"Keen Hearing, Keen Smell, Pack Tactics",,,,,,,,,,,,,,,,,
"Modron, Duodrone",Medium,Construct,0.25,,Monster Manual,Wizards of the Coast,15,11,30,LN,11,13,12,6,10,7,None,None,None,Truesight 120,Modron,"Axiomatic Mind, Disintegration",,,,,,,,,,,,,,,,,
Mongrelfolk,Medium,Humanoid (Mongrelfolk),0.25,,Curse of Strahd,Wizards of the Coast,11,26,20,ANY,12,9,15,9,10,6,None,"Deception, Perception, Stealth",None,Normal,Common,Mimicry,,,,,,,,,,,,,,,,,
"NPC, Acolyte",Medium,Humanoid,0.25,,Monster Manual,Wizards of the Coast,10,9,30,ANY,10,10,10,10,14,11,None,"Medicine, Religion",None,Normal,Any,Normal Spellcasting,,,,,,,,,,,,,,,,,
"NPC, Apprentice Wizard",Medium,Humanoid (Any Race),0.25,,Volo's Guide to Monsters,Wizards of the Coast,10,9,30,ANY,10,10,10,14,10,11,None,"Arcana, History",None,Normal,Any,Normal Spellcasting,,,,,,,,,,,,,,,,,
Oblex Spawn,Tiny,Ooze,0.25,,Mordenkainen's Tome of Foes,Wizards of the Coast,13,18,20,LE,8,16,15,14,11,10,"INT, CHA",None,"Blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, proneimmu",Blindsight 60,None,"Amorphous, Aversion to Fire",,,,,,,,,,,,,,,,,
Pixie,Tiny,Fey,0.25,,Monster Manual,Wizards of the Coast,15,1,"10, fly 30",NG,2,20,8,10,14,15,None,"Perception, Stealth",None,Normal,Sylvan,"Magic Resistance, Innate Spellcasting (Psionics)",,,,,,,,,,,,,,,,,
Pseudodragon,Tiny,Dragon,0.25,,Monster Manual,Wizards of the Coast,13,7,"15, fly 60",NG,6,15,13,10,12,10,None,"Perception, Stealth",None,"Blindsight 10, darkvision 60","Common, Draconic","Keen Senses, Magic Resistance, Limited Telepathy",,,,,,,,,,,,,,,,,
Skeleton,Medium,Undead,0.25,https://roll20.net/compendium/dnd5e/Skeleton#content,Monster Manual,Wizards of the Coast,13,13,30,LE,10,14,15,6,8,5,None,None,"Bludgeoningweak, poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,Any,None,,,,,,,,,,,,,,,,,
"Sorrowsworn, The Wretched",Small,Monstrosity,0.25,,Mordenkainen's Tome of Foes,Wizards of the Coast,15,10,40,NE,7,12,9,5,6,5,None,None,Darknessres,Darkvision 60,None,Wretched Pack Tactics,,,,,,,,,,,,,,,,,
Sprite,Tiny,Fey,0.25,,Monster Manual,Wizards of the Coast,15,2,"10, fly 40",NG,3,18,10,14,13,11,None,"Perception, Stealth",None,Normal,"Common, Elvish, Sylvan",None,,,,,,,,,,,,,,,,,
Star Spawn Grue,Small,Aberration,0.25,,Mordenkainen's Tome of Foes,Wizards of the Coast,11,17,30,NE,6,13,10,9,11,6,None,None,Psychicimmu,Darkvision 60,Deep Speech,Aura of Madness,,,,,,,,,,,,,,,,,
"Steeder, Male",Medium,Monstrosity,0.25,,Mordenkainen's Tome of Foes,Wizards of the Coast,12,13,"30, climb 30",U,15,12,14,2,10,3,None,"Stealth, Perception",None,Darkvision 120,None,"Spider Climb, Extraordinary Leap",,,,,,,,,,,,,,,,,
Tabaxi Minstrel,Medium,Humanoid (Tabaxi),0.25,,Tomb of Annihilation,Wizards of the Coast,12,22,"30, climb 20",CG,10,15,11,14,12,16,None,"Perception, Performance, Persuasion, Stealth",None,Darkvision 60,"COmmon, Any","Feline Agility, Inspire",,,,,,,,,,,,,,,,,
Tortle,Medium,Humanoid (Tortle),0.25,,Mordenkainen's Tome of Foes,Wizards of the Coast,17,22,30,LG,15,10,12,11,13,12,None,"Athletics, Survival",None,Normal,"Aquan, Common",Hold Breath,,,,,,,,,,,,,,,,,
Troglodyte,Medium,Humanoid,0.25,http://dndroll.wikidot.com/creatures:troglodyte,Monster Manual,Wizards of the Coast,11,13,30,CE,14,10,14,6,10,6,None,Stealth,None,Darkvision 60,Own,"Chameleon Skin, Stench, Sunlight Sensitivity",,,,,,,,,,,,,,,,,
Vegepygmy,Small,Plant,0.25,,Volo's Guide to Monsters,Wizards of the Coast,13,9,30,N,7,14,13,6,11,7,None,"Perception, Stealth","Lightningres, piercingres",Darkvision 60,Own,"Plant Camouflage, Regeneration",,,,,,,,,,,,,,,,,
Yellow Musk Zombie,Medium,Undead,0.25,,Tomb of Annihilation,Wizards of the Coast,9,33,20,U,13,9,12,1,6,3,None,None,"Charmedimmu, exhaustionimmu",Blindsight 30,None,Undead Fortitude,,,,,,,,,,,,,,,,,
Zombie,Medium,Undead,0.25,,Monster Manual,Wizards of the Coast,8,22,20,NE,13,6,16,3,6,5,WIS,None,"Poisonimmu, poisonedimmu",Darkvision 60,Any,Undead Fortitude,,,,,,,,,,,,,,,,,
Ambush Drake,Medium,Dragon,0.50,,Hoard of the Dragon Queen,Wizards of the Coast,13,22,30,U,13,15,14,4,11,6,None,"Perception, Stealth",Poisonres,Darkvision 60,Draconic,"Pack Tactics, Surprise Attack",,,,,,,,,,,,,,,,,
"Assorted Beast, Swarm of Rot Grubs",Medium,Beast ,0.50,,Volo's Guide to Monsters,Wizards of the Coast,8,22,"5, climb 5",U,2,7,10,1,2,1,None,None,"Piercingres, slashingres, charmedimmu, frightenedimmu grappledimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu",Blindsight 10,None,Swarm,,,,,,,,,,,,,,,,,
"Beholder, Gazer",Tiny,Aberration,0.50,,Volo's Guide to Monsters,Wizards of the Coast,13,13,fly 30,NE,3,17,14,3,10,7,WIS,"Perception, Stealth",Proneimmu,Darkvision 60,None,"Aggressive, Mimicry",,,,,,,,,,,,,,,,,
"Black Earth, Sacred Stone Monk",Medium,Humanoid (Human),0.50,,Princes of the Apocalypse,Wizards of the Coast,14,22,40,LE,13,15,12,10,14,9,None,"Acrobatics, Athletics, Perception",None,Tremorsense 10,Common,"Unarmored Defense, Unarmored Movement",,,,,,,,,,,,,,,,,
"Blight, Vine",Medium,Plant,0.50,,Monster Manual,Wizards of the Coast,12,26,30,NE,15,8,14,5,10,3,None,None,"Blindedimmu, deafenedimmu",Blindsight 60,Common,False Appearance,,,,,,,,,,,,,,,,,
Chitine,Small,Monstrosity,0.50,,Volo's Guide to Monsters,Wizards of the Coast,14,18,"30, climb 30",CE,10,14,12,10,10,7,None,"Athletics, Stealth",None,Darkvision 60,Undercommon,"Fey Ancestry, Sunlight Sensitivity, Web Sense,  Web Walker",,,,,,,,,,,,,,,,,
Cockatrice,Small,Monstrosity,0.50,,Monster Manual,Wizards of the Coast,11,27,"20, fly 40",U,6,12,12,2,13,5,None,None,None,Darkvision 60,None,None,,,,,,,,,,,,,,,,,
Crushing Wave Reaver,Medium,Humanoid (Human),0.50,,Princes of the Apocalypse,Wizards of the Coast,14,22,30,NE,15,14,13,10,11,8,None,"Athletics, Stealth",None,Normal,Common,None,,,,,,,,,,,,,,,,,
Darkling,Small,Fey,0.50,,Volo's Guide to Monsters,Wizards of the Coast,14,13,30,CN,9,16,12,10,12,10,None,"Acrobatics, Deception, Perception, Stealth",None,"Blindsight 30, darkvision 120","Elvish, Sylvan","Death Flash, Light Sensitivity",,,,,,,,,,,,,,,,,
Darkmantle,Small,Monstrosity,0.50,,Monster Manual,Wizards of the Coast,11,22,"10, fly 30",U,16,12,13,2,10,5,None,Stealth,None,Blindsight 60,None,"Echolocation,  False Appearance",,,,,,,,,,,,,,,,,
"Devil, Nupperibo",Medium,Fiend (Devil),0.50,,Mordenkainen's Tome of Foes,Wizards of the Coast,13,11,20,LE,16,11,13,3,8,1,None,Perception,"Acidres, coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, blindedimmu, charmedimmu, frightenedimmu, poisonedimmu",Blindsight 10,Infernal,"Cloud of Vermin, Hunger-Driven",,,,,,,,,,,,,,,,,
Firenewt Warrior,Medium,Humanoid (Firenewt),0.50,,Volo's Guide to Monsters,Wizards of the Coast,16,22,30,NE,10,13,12,7,11,8,None,None,Fireimmu,Normal,"Draconic, Ignan",Amphibious,,,,,,,,,,,,,,,,,
"Fungus, Gas Spore",Large,Plant,0.50,,Monster Manual,Wizards of the Coast,5,1,fly 10,U,5,1,3,1,1,1,None,None,"Poisonimmu, blindedimmu, deafenedimmu, frightenedimmu, paralyzedimmu, poisonedimmu, proneimmu",Blindsight 30,None,"Death Burst, Eerie Resemblance",,,,,,,,,,,,,,,,,
Gnoll,Medium,Humanoid,0.50,,Monster Manual,Wizards of the Coast,15,22,30,CE,14,12,11,6,10,7,None,None,None,Darkvision 60,Gnoll,Rampage,,,,,,,,,,,,,,,,,
Gnoll Hunter,Medium,Humanoid (Gnoll),0.50,,Volo's Guide to Monsters,Wizards of the Coast,13,22,30,CE,14,14,12,8,12,8,None,"Perception, Stealth",None,Darkvision 60,GNoll,Rampage,,,,,,,,,,,,,,,,,
"Gnome, Deep (Svirfneblin)",Small,Humanoid,0.50,,Monster Manual,Wizards of the Coast,15,16,20,NG,15,14,14,12,10,9,None,"Investigation, Perception, Stealth",None,Darkvision 120,"Gnomish, Terran, Undercommon","Stone Camouflage, Gnome Cunning, Innate Spellcasting",,,,,,,,,,,,,,,,,
Hobgoblin,Medium,Humanoid,0.50,,Monster Manual,Wizards of the Coast,18,11,30,LE,13,12,12,10,10,9,None,None,None,Darkvision 60,"Common, Goblin",Martial Advantage,,,,,,,,,,,,,,,,,
Jackalwere,Medium,Humanoid,0.50,,Monster Manual,Wizards of the Coast,12,18,40,CE,11,15,11,13,11,10,None,"Deception, Perception, Stealth","Nonmagicalimmu, nonsilveredimmu",Normal,Common,"Shapechanger, Keen Hearing, Keen Smell, Pack Tactics",,,,,,,,,,,,,,,,,
Jaculi,Large,Beast,0.50,,Tomb of Annihilation,Wizards of the Coast,14,16,"30, climb 20",U,15,14,11,2,8,3,None,"Athletics, Perception, Stealth",None,Blindsight 30,None,"Camouflage, Keen Smell",,,,,,,,,,,,,,,,,
Lizardfolk,Medium,Humanoid,0.50,https://www.dndbeyond.com/monsters/16946-lizardfolk,Monster Manual,Wizards of the Coast,15,22,"30, swim 30",N,15,10,13,7,12,7,None,"Perception, Stealth, Survival",None,Normal,Draconic,Hold Breath,,,,,,,,,,,,,,,,,
Magmin,Small,Elemental,0.50,,Monster Manual,Wizards of the Coast,14,9,30,CN,7,15,12,8,11,10,None,None,"Nonmagicalres, fireimmu",Darkvision 60,Ignan,"Death Burst, Ignited Illumination",,,,,,,,,,,,,,,,,
"Mephit, Dust",Small,Elemental,0.50,,Monster Manual,Wizards of the Coast,12,17,"30, fly 30",NE,5,14,10,9,11,10,None,"Perception, Stealth","Fireweak, poisonimmu, poisonedimmu",Darkvision 60,"Auran, Terran","Death Burst, Innate Spellcasting",,,,,,,,,,,,,,,,,
"Mephit, Ice",Small,Elemental,0.50,,Monster Manual,Wizards of the Coast,11,21,"30, fly 30",NE,7,13,10,9,11,12,None,"Perception, Stealth","Bludgeoningweak, fireweak, coldimmu, poisonimmu, poisonedimmu",Darkvision 60,"Aquan, Auran","Death Burst, False Appearance, Innate Spellcasting",,,,,,,,,,,,,,,,,
"Mephit, Magma",Small,Elemental,0.50,,Monster Manual,Wizards of the Coast,11,22,"30, fly 30",NE,8,12,12,7,10,10,None,Stealth,"Coldweak, fireimmu, poisonimmu",Darkvision 60,"Ignan, Terran","Death Burst, False Appearance, Innate Spellcasting",,,,,,,,,,,,,,,,,
"Misc. Creature, Ape",Medium,Beast,0.50,,Monster Manual,Wizards of the Coast,12,19,"30, climb 30",U,16,14,14,6,12,7,None,"Athletics, Perception",None,Normal,None,None,,,,,,,,,,,,,,,,,
"Misc. Creature, Black Bear",Medium,Beast,0.50,,Monster Manual,Wizards of the Coast,11,19,"40, climb 30",U,15,10,14,2,12,7,None,Perception,None,Normal,None,Keen Smell,,,,,,,,,,,,,,,,,
"Misc. Creature, Crocodile",Large,Beast,0.50,,Monster Manual,Wizards of the Coast,12,19,"20, swim 30",U,15,10,13,2,10,5,None,Stealth,None,Normal,None,Hold Breath,,,,,,,,,,,,,,,,,
"Misc. Creature, Giant Goat",Large,Beast,0.50,,Monster Manual,Wizards of the Coast,11,19,40,U,17,11,12,3,12,6,None,None,None,Normal,None,"Charge, Sure-Footed",,,,,,,,,,,,,,,,,
"Misc. Creature, Giant Sea Horse",Large,Beast,0.50,,Monster Manual,Wizards of the Coast,13,16,swim 40,U,12,15,11,2,12,5,None,None,None,Normal,None,"Charge, Water Breathing",,,,,,,,,,,,,,,,,
"Misc. Creature, Giant Wasp",Medium,Beast,0.50,,Monster Manual,Wizards of the Coast,12,13,"10, fly 50",U,10,14,10,1,10,3,None,None,None,Normal,None,None,,,,,,,,,,,,,,,,,
"Misc. Creature, Reef Shark",Medium,Beast,0.50,,Monster Manual,Wizards of the Coast,12,22,swim 40,U,14,13,13,1,10,4,None,Perception,None,Blindsight 30,None,"Pack Tactics, Water Breathing",,,,,,,,,,,,,,,,,
"Misc. Creature, Swarm of Insects",Medium,Beast,0.50,,Monster Manual,Wizards of the Coast,12,22,"20, climb 20",U,3,13,10,1,7,1,None,None,"Bludgeoningres, piercingres, slashingres, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, stunnedimmu",Blindsight 10,None,Swarm,,,,,,,,,,,,,,,,,
"Misc. Creature, Warhorse",Large,Beast,0.50,,Monster Manual,Wizards of the Coast,11,19,60,U,18,12,13,2,12,7,None,None,None,Normal,None,Trampling Charge,,,,,,,,,,,,,,,,,
"Misc. Creature, Worg",Large,Monstrosity,0.50,,Monster Manual,Wizards of the Coast,13,26,50,NE,16,13,13,7,11,8,None,Perception,None,Darkvision 60,"Goblin, Own","Keen Hearing, Keen Smell",,,,,,,,,,,,,,,,,
"Modron, Tridrone",Medium,Construct,0.50,,Monster Manual,Wizards of the Coast,15,16,30,LN,12,13,12,9,10,9,None,None,None,Truesight 120,Modron,"Axiomatic Mind, Disintegration",,,,,,,,,,,,,,,,,
Myconid Adult,Medium,Plant,0.50,,Monster Manual,Wizards of the Coast,12,22,20,LN,10,10,12,10,13,7,None,None,None,Darkvision 120,None,"Distress Spores, Sun Sickness",,,,,,,,,,,,,,,,,
"NPC, Scout",Medium,Humanoid,0.50,,Monster Manual,Wizards of the Coast,13,16,30,ANY,11,14,12,11,13,11,None,"Nature, Perception, Stealth, Survival",None,Normal,Any,"Keen Hearing, Keen Sight",,,,,,,,,,,,,,,,,
"NPC, Thug",Medium,Humanoid,0.50,,Monster Manual,Wizards of the Coast,11,32,30,NOT GOOD,15,11,14,10,10,11,None,Intimidation,None,Normal,Any,Pack Tactics,,,,,,,,,,,,,,,,,
"Ooze, Gray",Medium,Ooze,0.50,,Monster Manual,Wizards of the Coast,8,22,"10, climb 10",U,12,6,16,1,6,2,None,Stealth,"Acidres, coldres, fireres, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, proneimmu",Blindsight 60,None,"Amorphous, Corrode Metal, False Appearance",,,,,,,,,,,,,,,,,
Orc,Medium,Humanoid,0.50,,Monster Manual,Wizards of the Coast,13,15,30,CE,16,12,16,7,11,10,None,Intimidation,None,Darkvision 60,"Common, Orc",Aggressive,,,,,,,,,,,,,,,,,
Orc Nurtured One of Yurtrus,Medium,Humanoid (Orc),0.50,,Volo's Guide to Monsters,Wizards of the Coast,9,30,30,CE,15,8,16,7,11,7,None,None,None,Darkvision 60,"Common, Orc","Aggressive, Corrupted Carrier, Nurtured One of Yurtrus",,,,,,,,,,,,,,,,,
Piercer,Medium,Monstrosity,0.50,,Monster Manual,Wizards of the Coast,15,22,"5, climb 5",U,10,13,16,1,7,3,None,Stealth,None,"Blindsight 30, darkvision 60",None,"False Appearance, Spider Climb",,,,,,,,,,,,,,,,,
Rust Monster,Medium,Monstrosity,0.50,,Monster Manual,Wizards of the Coast,14,27,40,U,13,12,13,2,13,6,None,None,None,Darkvision 60,None,"Iron Scent, Rust Metal",,,,,,,,,,,,,,,,,
Sahuagin,Medium,Humanoid,0.50,,Monster Manual,Wizards of the Coast,12,22,"30, swim 40",LE,13,11,12,12,13,9,None,Perception,None,Darkvision 120,Own,"Blood Frenzy, Limited Amphibious, Shark Telepathy",,,,,,,,,,,,,,,,,
Satyr,Medium,Fey,0.50,,Monster Manual,Wizards of the Coast,14,31,40,CN,12,16,11,12,10,14,None,"Perception, Performance, Stealth",None,Normal,"Common, Elvish, Sylvan",Magic Resistance,,,,,,,,,,,,,,,,,
Shadow,Medium,Undead,0.50,,Monster Manual,Wizards of the Coast,12,16,40,CE,6,14,13,6,10,8,None,Stealth,"Radiantweak, acidres, coldres, fireres, lightningres, thunderres, nonmagicalres, necroticimmu, poisonimmu, exhaustionimmu, frightenedimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 60,None,"Amorphous, Shadow Stealth, Sunlight Weakness",,,,,,,,,,,,,,,,,
"Skeleton, Warhorse",Large,Undead,0.50,https://roll20.net/compendium/dnd5e/Warhorse%20Skeleton#content,Monster Manual,Wizards of the Coast,13,22,60,LE,18,12,15,2,8,5,None,None,"Bludgeoningweak, poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,None,None,,,,,,,,,,,,,,,,,
Skulk,Medium,Humanoid,0.50,https://www.aidedd.org/dnd/monstres.php?vo=skulk,Mordenkainen's Tome of Foes,Wizards of the Coast,14,18,30,CN,6,19,10,10,7,1,CON,Stealth,"Radiantimmu, blindedimmu",Darkvision 120,Common,"Fallible Invisibility, Trackless",,,,,,,,,,,,,,,,,
Thorn Slinger,Large,Plant,0.50,,Tales from the Yawning Portal,Wizards of the Coast,11,32,10,U,13,12,12,1,10,1,None,None,"Blindedimmu, deafenedimmu, frightenedimmu",Blindsight 60,None,"Adhesive Blossoms, False Appearance",,,,,,,,,,,,,,,,,
Topi,Small,Undead,0.50,,The Tortle Package,Wizards of the Coast,13,13,30,CE,7,15,12,6,10,5,None,None,"Bludgeoningres, poisonimmu, poisonedimmu",Darkvision 60,Alive,"Turn Resistance, Undead Fortitude",,,,,,,,,,,,,,,,,
Tri-Flower Frond,Medium,Plant,0.50,https://www.worldanvil.com/block/1047966,Tomb of Annihilation,Wizards of the Coast,10,11,5,U,1,10,12,1,10,1,None,None,"Blindedimmu, deafenedimmu, exhaustionimmu, proneimmu",Blindsight 30,None,None,,,,,,,,,,,,,,,,,
Zorbo,Small,Monstrosity,0.50,,Tomb of Annihilation,Wizards of the Coast,10,27,"30, climb 30",U,13,11,13,3,12,7,None,Athletics,None,Normal,None,"Magic Resistance, Natural Armor",,,,,,,,,,,,,,,,,
Aldani (Lobsterfolk),Medium,Monstrosity,1.00,,Tomb of Annihilation,Wizards of the Coast,14,49,"20, swim 30",LN,13,8,12,10,14,10,None,"Perception, Survival",None,Darkvision 60,Common,Amphibious,,,,,,,,,,,,,,,,,
"Animated Object, Armor",Medium,Construct,1.00,https://roll20.net/compendium/dnd5e/Animated%20Armor#content,Monster Manual,Wizards of the Coast,18,33,25,U,14,11,13,1,3,1,None,None,"Poisonimmu, psychicimmu, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonimmu",Blindsight 60,None,"Antimagic, False",,,,,,,,,,,,,,,,,
Bugbear,Medium,Humanoid,1.00,,Monster Manual,Wizards of the Coast,16,27,30,CE,15,14,13,8,11,9,None,"Stealth, Survival",None,Darkvision 60,"Common, Goblin","Brute, Surprise Attack",,,,,,,,,,,,,,,,,
Choker,Small,Aberration,1.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,16,13,30,CE,16,14,13,4,12,7,None,Stealth,None,Darkvision 60,Deep Speech,"Aberrant Quickness, Boneless, Spider Climb",,,,,,,,,,,,,,,,,
"Clockwork, Bronze Scout",Medium,Construct,1.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,13,18,"30, burrow 30",U,10,16,11,3,14,1,None,"Perception, Stealth","Poisonimmu, nonmagicalimmu, nonadamantineimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 60,Creator,"Earth Armor, Magic Resistance",,,,,,,,,,,,,,,,,
Crag Cat,Large,Beast,1.00,,Storm King's Thunder,Wizards of the Coast,13,34,40,U,16,17,16,4,14,8,None,"Perception, Stealth",None,Darkvision 60,None,"Nondetection, Pounce, Spell Turning",,,,,,,,,,,,,,,,,
"Demon, Maw",Medium,Fiend (Demon),1.00,,Volo's Guide to Monsters,Wizards of the Coast,13,33,30,CE,14,8,13,5,8,5,None,None,"Coldres, fireres, lightningres, poisonimmu, charmedimmu, frightenedimmu, poisonedimmu",Darkvision 60,Abyssal,Rampage,,,,,,,,,,,,,,,,,
"Demon, Quasit",Tiny,Fiend (Demon),1.00,,Monster Manual,Wizards of the Coast,13,7,40,CE,5,17,10,7,10,10,None,Stealth,"Coldres, fireres, lightningres, nonmagicalres, poisonimmu, poisonedimmu",Darkvision 120,"Abyssal, Common","Shapechanger, Magic Resistance",,,,,,,,,,,,,,,,,
"Devil, Imp",Tiny,Fiend (Devil),1.00,,Monster Manual,Wizards of the Coast,13,10,"20, 40 fly",LE,6,17,13,11,12,14,None,"Deception, Insight, Persuasion, Stealth","Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Infernal, Common","Shapechanger, Devil's Sight, Magic Resistance",,,,,,,,,,,,,,,,,
"Dinosaur, Deinonychus",Medium,Beast,1.00,,Volo's Guide to Monsters,Wizards of the Coast,13,26,40,U,15,15,14,4,12,6,None,Perception,None,Normal,None,Pounce,,,,,,,,,,,,,,,,,
"Dragon, Metallic, Brass, Wyrmling",Medium,Dragon,1.00,,Monster Manual,Wizards of the Coast,16,16,"30, burrow 15, fly 60",CG,15,10,13,10,11,13,"DEX, CON, WIS, CHA","Perception, Stealth",Fireimmu,"Blindsight 10, Darkvision 60",Draconic,None,,,,,,,,,,,,,,,,,
"Dragon, Metallic, Copper, Wyrmling",Medium,Dragon,1.00,,Monster Manual,Wizards of the Coast,16,22,"30, climb 30, fly 60",CG,15,12,13,14,11,13,"DEX, CON, WIS, CHA","Perception, Stealth",Acidimmu,"Blindsight 10, darkvision 60",Draconic,None,,,,,,,,,,,,,,,,,
Dragonclaw,Medium,Humanoid (Human),1.00,,Hoard of the Dragon Queen,Wizards of the Coast,14,16,30,NE,9,16,13,11,10,12,WIS,"Deception, Stealth",None,Normal,"Common, Draconic","Dragon Fanatic, Fanatical Advantage, Pack Tactics",,,,,,,,,,,,,,,,,
Dread Warrior,Medium,Undead,1.00,,Tales from the Yawning Portal,Wizards of the Coast,18,37,30,NE,15,11,16,10,12,10,WIS,"Athletics, Perception","Poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,Common,Undead Fortitude,,,,,,,,,,,,,,,,,
Dryad,Medium,Fey,1.00,,Monster Manual,Wizards of the Coast,11,22,30,N,1,12,11,14,15,18,None,"Perception, Stealth",None,Darkvision 60,"Elvish, Sylvan","Innate Spellcasting, Magic Resistance, Speak with Beasts, Speak with Plants, Tree Stride",,,,,,,,,,,,,,,,,
Duergar,Medium,Humanoid,1.00,,Monster Manual,Wizards of the Coast,16,26,25,LE,14,11,14,11,10,9,None,None,Poisonres,Darkvision 120,"Dwarvish, Undercommon","Duergar Resilience, Sunlight Sensitivity",,,,,,,,,,,,,,,,,
Duergar Soulblade,Medium,Humanoid (Dwarf),1.00,,Mordenkainen's Tome of Foes,Wizards of the Coast,14,18,25,LE,11,16,10,11,10,12,None,None,Poisonres,Darkvision 120,"Dwarvish, Undercommon","Duergar Resilience, Create Soulblade, Innate Spellcasting, Sunlight Sensitivity",,,,,,,,,,,,,,,,,
Eblis,Large,Monstrosity,1.00,,Tomb of Annihilation,Wizards of the Coast,13,26,"30, fly 40",NE,11,16,12,12,14,11,None,None,None,Normal,"Auran, Common",Innate Spellcasting,,,,,,,,,,,,,,,,,
Faerie Dragon,Tiny,Dragon,1.00,,Monster Manual,Wizards of the Coast,15,14,"10, fly 60",CG,3,20,13,14,12,16,None,"Arcana, Perception, Stealth",None,Darkvision 60,"Draconic, Sylvan","Superior Invisibility, Limited Telepathy, Magic Resistance, Innate Spellcasting",,,,,,,,,,,,,,,,,
